study.ID,ID,publication.year,data.year,exp.year,exp.length (months),disturbance,focus,technique,paradigm,hypothesis,pathway,plant.species,target.plant,measure.success,measured.factor,factor.levels,treatment,control,unit,Nsites,nsamples,ntotalsamples,mean.treatment,mean.control,var.t,var.c,p-value,df,measure.dispersion,lat,long,continent,country,ecosystem,elevation (m),MAP (mm),aridity.index,potential.evaporation (mm),grazing,soil,notes
20,20.15,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,total salt,14 years of plantation,planted site,desert steppe,g kg-1,6,10,60,0.6,1.3,0.06,0.34,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.15,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,total salt,23 years of plantation,planted site,desert steppe,g kg-1,6,10,60,0.8,1.3,0.23,0.34,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.15,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,total salt,34 years of plantation,planted site,desert steppe,g kg-1,6,10,60,0.8,1.3,0.09,0.34,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.15,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,total salt,43 years of plantation,planted site,desert steppe,g kg-1,6,10,60,1.1,1.3,0.13,0.34,0.1,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.15,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,total salt,50 years of plantation,planted site,desert steppe,g kg-1,6,10,60,1.1,1.3,0.14,0.34,0.1,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.16,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,CaCO3 content,0 year of plantation,planted site,desert steppe,g kg-1,6,10,60,0.3,10.18,0.04,0.93,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.16,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,CaCO3 content,14 years of plantation,planted site,desert steppe,g kg-1,6,10,60,1.2,10.18,0.07,0.93,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.16,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,CaCO3 content,23 years of plantation,planted site,desert steppe,g kg-1,6,10,60,1.9,10.18,0.07,0.93,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.16,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,CaCO3 content,34 years of plantation,planted site,desert steppe,g kg-1,6,10,60,1.98,10.18,0.04,0.93,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.16,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,CaCO3 content,43 years of plantation,planted site,desert steppe,g kg-1,6,10,60,2.3,10.18,0.12,0.93,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.16,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,CaCO3 content,50 years of plantation,planted site,desert steppe,g kg-1,6,10,60,2.39,10.18,0.02,0.93,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.17,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,cation exchange capacity,0 year of plantation,planted site,desert steppe,cmol kg-1,6,10,60,3.68,3.6,0.35,0.11,0.1,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.17,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,cation exchange capacity,14 years of plantation,planted site,desert steppe,cmol kg-1,6,10,60,3.84,3.6,0.27,0.11,0.1,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.17,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,cation exchange capacity,23 years of plantation,planted site,desert steppe,cmol kg-1,6,10,60,3.84,3.6,0.25,0.11,0.1,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.17,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,cation exchange capacity,34 years of plantation,planted site,desert steppe,cmol kg-1,6,10,60,3.74,3.6,0.23,0.11,0.1,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.17,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,cation exchange capacity,43 years of plantation,planted site,desert steppe,cmol kg-1,6,10,60,3.71,3.6,0.23,0.11,0.1,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.17,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,cation exchange capacity,50 years of plantation,planted site,desert steppe,cmol kg-1,6,10,60,3.69,3.6,0.17,0.11,0.1,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.18,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,exchangeable cation K,0 year of plantation,planted site,desert steppe,cmol kg-1,6,10,60,0.37,0.42,0.03,0.05,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.18,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,exchangeable cation K,14 years of plantation,planted site,desert steppe,cmol kg-1,6,10,60,0.36,0.42,0.02,0.05,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.18,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,exchangeable cation K,23 years of plantation,planted site,desert steppe,cmol kg-1,6,10,60,0.35,0.42,0.03,0.05,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.18,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,exchangeable cation K,34 years of plantation,planted site,desert steppe,cmol kg-1,6,10,60,0.41,0.42,0.05,0.05,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.18,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,exchangeable cation K,43 years of plantation,planted site,desert steppe,cmol kg-1,6,10,60,0.36,0.42,0.05,0.05,0.1,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.18,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,exchangeable cation K,50 years of plantation,planted site,desert steppe,cmol kg-1,6,10,60,0.42,0.42,0.05,0.05,0.1,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.19,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,exchangeable cation Na,0 year of plantation,planted site,desert steppe,cmol kg-1,6,10,60,0.09,0.15,0.03,0.03,0.05,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.19,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,exchangeable cation Na,14 years of plantation,planted site,desert steppe,cmol kg-1,6,10,60,0.17,0.15,0.02,0.03,0.1,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.19,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,exchangeable cation Na,23 years of plantation,planted site,desert steppe,cmol kg-1,6,10,60,0.18,0.15,0.05,0.03,0.1,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.19,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,exchangeable cation Na,34 years of plantation,planted site,desert steppe,cmol kg-1,6,10,60,0.15,0.15,0.03,0.03,0.1,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.19,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,exchangeable cation Na,43 years of plantation,planted site,desert steppe,cmol kg-1,6,10,60,0.16,0.15,0.04,0.03,0.1,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
20,20.19,2007,2005,1956,600,desertification,soil,planting,active,"plantations, topsoil conditions",planting-soil condition,multiple shrubs,multiple,desert steppe,exchangeable cation Na,50 years of plantation,planted site,desert steppe,cmol kg-1,6,10,60,0.17,0.15,0.02,0.03,0.1,59,std.error,37.53,105.03,Asia,China,sand dune,1325,180.2,,2900,,physicochemical properties,soil conservation
21,21.1,2006,2002,2002,2,agriculture,vegetation,planting,active,"planting, succession",planting-succession,"Caragana korshinskii, Artemisia ordosica",Leymus secalinus,Leymus secalinus community,species richness,sampling line 1,natural restoration stage,NA,,2,237,474,0.17,,0.02,,0.05,473,,35.45,98.33,Asia,Tibetan Plateau,grassland,2400,389.1,,1528,unreported animal,,
21,21.1,2006,2002,2002,2,agriculture,vegetation,planting,active,"planting, succession",planting-succession,"Caragana korshinskii, Artemisia ordosica",Leymus secalinus,Leymus secalinus community,species richness,sampling line 1,artificial sand fixation vegetation,NA,,2,237,474,0.46,,0.01,,0.05,473,,35.45,98.33,Asia,Tibetan Plateau,grassland,2400,389.1,,1528,unreported animal,,
21,21.1,2006,2002,2002,2,agriculture,vegetation,planting,active,"planting, succession",planting-succession,"Caragana korshinskii, Artemisia ordosica",Leymus secalinus,Leymus secalinus community,species richness,sampling line 1,well restored vegetation,NA,,2,237,474,0.36,,0.03,,0.05,473,,35.45,98.33,Asia,Tibetan Plateau,grassland,2400,389.1,,1528,unreported animal,,
21,21.1,2006,2002,2002,2,agriculture,vegetation,planting,active,"planting, succession",planting-succession,"Caragana korshinskii, Artemisia ordosica",Leymus secalinus,Leymus secalinus community,species richness,sampling line 2,natural restoration stage,NA,,2,237,474,0.19,,0.01,,0.05,473,,35.45,98.33,Asia,Tibetan Plateau,grassland,2400,389.1,,1528,unreported animal,,
21,21.1,2006,2002,2002,2,agriculture,vegetation,planting,active,"planting, succession",planting-succession,"Caragana korshinskii, Artemisia ordosica",Leymus secalinus,Leymus secalinus community,species richness,sampling line 2,artificial sand fixation vegetation,NA,,2,237,474,0.6,,0.02,,0.05,473,,35.45,98.33,Asia,Tibetan Plateau,grassland,2400,389.1,,1528,unreported animal,,
21,21.1,2006,2002,2002,2,agriculture,vegetation,planting,active,"planting, succession",planting-succession,"Caragana korshinskii, Artemisia ordosica",Leymus secalinus,Leymus secalinus community,species richness,sampling line 2,well restored vegetation,NA,,2,237,474,0.38,,0.02,,0.05,473,,35.45,98.33,Asia,Tibetan Plateau,grassland,2400,389.1,,1528,unreported animal,,
21,21.2,2006,2002,2002,2,agriculture,vegetation,planting,active,"planting, succession",planting-succession,"Caragana korshinskii, Artemisia ordosica",Leymus secalinus,Leymus secalinus community,diversity,sampling line 1,natural restoration stage,NA,shannon index,2,237,474,0.26,,0.05,,0.05,473,,35.45,98.33,Asia,Tibetan Plateau,grassland,2400,389.1,,1528,unreported animal,,
21,21.2,2006,2002,2002,2,agriculture,vegetation,planting,active,"planting, succession",planting-succession,"Caragana korshinskii, Artemisia ordosica",Leymus secalinus,Leymus secalinus community,diversity,sampling line 1,artificial sand fixation vegetation,NA,shannon index,2,237,474,0.67,,0.04,,0.05,473,,35.45,98.33,Asia,Tibetan Plateau,grassland,2400,389.1,,1528,unreported animal,,
21,21.2,2006,2002,2002,2,agriculture,vegetation,planting,active,"planting, succession",planting-succession,"Caragana korshinskii, Artemisia ordosica",Leymus secalinus,Leymus secalinus community,diversity,sampling line 1,well restored vegetation,NA,shannon index,2,237,474,0.08,,0.01,,0.05,473,,35.45,98.33,Asia,Tibetan Plateau,grassland,2400,389.1,,1528,unreported animal,,
21,21.2,2006,2002,2002,2,agriculture,vegetation,planting,active,"planting, succession",planting-succession,"Caragana korshinskii, Artemisia ordosica",Leymus secalinus,Leymus secalinus community,diversity,sampling line 2,natural restoration stage,NA,shannon index,2,237,474,0.13,,0.04,,0.05,473,,35.45,98.33,Asia,Tibetan Plateau,grassland,2400,389.1,,1528,unreported animal,,
21,21.2,2006,2002,2002,2,agriculture,vegetation,planting,active,"planting, succession",planting-succession,"Caragana korshinskii, Artemisia ordosica",Leymus secalinus,Leymus secalinus community,diversity,sampling line 2,artificial sand fixation vegetation,NA,shannon index,2,237,474,0.95,,0.04,,0.05,473,,35.45,98.33,Asia,Tibetan Plateau,grassland,2400,389.1,,1528,unreported animal,,
